"ft_dem","ft_rep","ft_lib","ft_con","ft_bigbiz","ft_unions","ft_xtnfund","ft_feminists","ft_gays","ft_trans","ft_muslims","ft_christians","ft_jews","ft_white","ft_black","ft_latino","ft_asian","ft_police","ft_blm","ft_maga","ft_nra","ft_rurams","ft_illegimmig","ft_dempres_pre","ft_reppres_pre","ft_biden_pre","ft_rfkJR_pre"
0,85,0,100,50,75,50,0,30,30,0,100,100,85,85,85,NA,100,0,95,75,95,15,0,70,0,40
60,0,50,50,0,85,0,60,70,50,50,0,NA,100,85,85,85,40,85,0,40,70,70,85,0,60,0
100,0,85,15,70,85,0,100,85,85,100,100,100,50,50,50,50,85,100,0,0,85,70,100,0,100,0
0,75,50,85,70,30,85,50,50,50,0,85,100,85,70,85,NA,100,0,85,100,100,30,0,100,0,75
2,75,16,50,50,55,49,49,49,15,50,84,50,60,49,50,50,87,45,55,59,50,14,0,100,0,50
15,85,30,85,70,30,70,30,40,50,50,70,85,85,60,70,NA,70,15,50,70,85,30,15,85,40,50
60,0,50,0,40,40,0,60,50,50,50,0,100,50,50,50,NA,60,40,0,0,50,50,70,0,60,0
0,85,0,60,60,0,100,0,0,0,30,100,70,70,30,85,85,100,0,100,100,100,15,0,85,0,70
50,50,68,62,40,80,50,60,89,80,50,45,85,50,50,50,NA,50,59,15,45,50,50,54,50,45,0
85,15,60,40,50,80,10,85,70,85,50,50,60,50,50,50,60,70,70,0,0,50,60,100,0,100,30
30,70,15,50,NA,85,50,15,30,15,NA,100,75,NA,NA,NA,NA,100,NA,NA,NA,85,NA,0,85,0,60
15,15,50,50,70,50,50,50,50,50,50,85,50,85,60,50,40,70,70,NA,50,85,40,0,0,0,60
60,15,50,50,40,50,15,50,50,50,50,50,50,50,50,50,NA,50,50,15,0,50,50,95,0,85,0
60,15,85,15,15,85,0,90,100,100,90,30,100,85,80,85,85,40,75,0,15,50,70,70,0,60,15
40,40,40,60,70,40,30,30,50,30,40,50,70,100,70,70,70,100,30,15,30,60,30,60,15,40,30
15,70,15,85,60,50,60,40,50,60,50,100,85,85,60,50,60,100,40,85,50,85,30,15,60,15,50
70,15,70,100,50,100,50,85,100,100,100,100,100,50,100,50,50,50,100,0,40,50,0,60,15,40,50
15,70,30,85,50,75,100,0,50,50,20,70,50,60,50,50,60,70,0,100,85,100,0,0,95,0,85
0,70,15,100,70,40,50,15,85,85,85,100,100,100,100,100,100,100,0,85,85,100,0,0,100,0,60
75,0,80,5,15,95,0,100,100,100,90,30,100,40,95,95,95,40,80,0,0,40,70,100,0,85,0
45,45,30,70,50,80,50,50,50,50,60,70,50,50,100,100,100,100,50,90,100,100,5,30,100,30,65
70,30,60,60,60,85,0,30,85,70,50,30,85,70,70,70,70,70,40,15,40,70,60,85,0,100,30
85,15,60,30,40,60,0,50,50,50,50,40,85,NA,NA,NA,NA,70,15,0,0,40,0,85,0,85,0
0,85,0,90,80,10,80,10,0,10,0,90,80,90,20,70,70,90,0,90,80,90,10,0,85,0,0
50,50,50,50,50,50,50,85,50,50,70,NA,50,70,70,70,85,50,50,50,0,50,85,50,50,40,85
50,50,85,85,60,85,85,85,85,85,85,100,85,70,85,100,85,85,85,NA,85,85,50,30,75,15,85
65,0,70,40,70,15,50,30,60,30,0,85,0,70,60,100,50,85,50,15,15,50,85,15,0,15,50
70,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,85,70,60
75,28,40,40,40,50,40,40,50,50,50,85,50,70,70,70,70,70,40,15,30,100,50,85,5,95,0
15,60,60,85,40,35,15,60,75,40,40,100,85,50,50,50,50,70,15,85,75,85,15,15,60,30,30
100,0,100,50,15,100,50,100,100,100,100,100,100,100,100,100,100,100,60,15,50,100,30,100,0,100,0
15,60,50,95,70,80,100,30,50,30,50,100,70,70,70,70,70,70,50,70,85,100,0,60,70,0,15
50,70,40,100,50,85,85,40,40,50,50,100,100,100,100,100,100,100,40,NA,50,100,100,50,50,60,60
85,15,30,15,50,50,NA,50,60,60,50,30,60,70,85,85,85,70,NA,0,15,50,60,70,0,70,50
60,30,40,40,40,70,15,50,70,50,50,50,60,70,70,70,70,60,50,0,50,70,50,70,0,60,15
0,70,0,70,30,50,40,0,50,15,30,70,70,70,70,70,70,70,0,85,50,100,15,0,70,0,50
60,15,85,15,30,100,15,100,100,100,100,30,100,70,85,85,85,40,100,0,30,50,70,85,0,60,50
15,60,10,80,50,90,30,50,50,50,50,60,70,50,50,50,50,90,20,55,50,80,40,15,60,30,15
85,25,50,50,25,50,50,50,100,80,50,70,50,60,60,60,60,75,50,0,50,85,50,85,0,85,0
0,85,15,85,60,70,70,30,70,60,40,100,100,85,85,85,85,70,30,100,70,85,60,0,100,0,70
55,45,50,60,60,50,40,30,50,30,50,50,50,50,50,50,50,60,65,40,70,50,40,25,15,0,60
25,80,60,80,42,60,NA,65,0,10,45,100,90,NA,70,40,85,65,18,90,70,80,NA,0,90,0,85
60,0,70,50,50,60,50,85,50,50,50,50,50,85,85,85,85,70,60,40,0,50,70,70,0,70,50
70,10,40,40,45,35,0,40,40,35,15,25,50,100,20,30,55,70,40,0,1,55,10,75,0,80,0
90,0,75,15,60,60,0,70,60,60,50,70,70,85,75,70,75,50,60,0,15,70,40,85,0,85,0
70,0,85,50,30,70,30,85,70,60,85,85,85,70,70,70,70,85,85,30,15,50,70,85,0,85,0
15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,60
0,95,15,85,50,50,90,50,0,0,15,100,85,95,95,95,85,70,50,95,50,50,60,0,80,0,0
100,0,100,85,50,100,85,100,100,100,85,100,100,85,85,70,85,85,100,0,50,85,30,100,0,100,0
70,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0,60,0
70,15,70,10,50,50,20,50,80,40,50,20,80,70,50,40,10,80,50,0,0,0,20,85,0,50,0
40,60,30,60,70,40,50,30,40,15,60,50,50,50,40,60,50,70,15,60,40,50,30,30,70,30,70
60,15,60,15,30,85,15,60,70,50,60,85,50,15,100,70,40,30,70,0,70,30,60,100,0,50,0
60,30,70,40,50,50,0,85,85,100,85,50,85,60,85,85,85,50,85,0,0,70,60,100,0,70,30
70,50,88,66,99,99,77,44,88,88,100,99,99,50,50,59,50,99,45,0,44,3,66,90,30,70,50
5,70,30,15,70,50,50,10,50,40,0,100,50,85,50,40,50,100,0,85,85,85,0,15,85,0,90
0,0,0,0,0,0,0,50,50,50,0,0,0,50,NA,50,50,50,50,0,50,50,50,0,0,0,0
85,30,70,50,15,85,40,70,50,50,60,70,85,NA,60,70,60,70,70,0,40,70,50,85,15,85,30
70,20,60,40,20,60,20,85,90,40,100,80,75,50,75,95,85,65,90,10,10,75,50,30,0,90,30
10,60,10,70,50,15,90,10,30,0,30,90,50,50,50,50,50,100,0,70,50,60,10,0,70,0,70
85,25,85,25,25,80,20,80,75,70,75,95,90,85,85,85,85,85,50,0,0,75,NA,90,0,85,30
60,30,40,30,40,50,30,50,50,50,40,30,40,50,50,50,50,60,40,60,40,40,60,40,15,70,30
55,25,100,45,50,65,0,100,100,100,100,100,100,100,100,100,100,75,100,0,100,100,100,75,20,60,65
75,10,50,15,40,50,15,50,85,50,50,50,85,79,70,70,70,70,40,0,40,60,60,100,0,85,2
0,85,40,95,50,70,70,30,50,30,40,100,70,90,60,NA,60,90,40,100,95,100,0,0,100,0,85
45,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,55,50,65
0,100,10,95,80,70,85,15,30,15,15,100,90,85,80,95,85,85,0,100,100,90,0,0,100,0,15
15,80,20,90,80,85,85,30,65,15,40,90,95,100,100,100,100,100,0,90,95,95,0,0,90,0,60
95,25,90,40,50,90,0,90,90,100,90,40,90,50,100,100,90,90,90,0,15,50,50,100,0,90,50
70,0,90,0,10,50,15,100,100,100,60,85,50,50,100,100,100,15,100,0,0,25,85,85,0,60,0
50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,100,NA,NA,NA,NA,NA,50,50,NA
0,55,40,80,60,50,50,40,50,50,50,50,50,50,50,50,50,70,10,90,80,70,50,1,95,2,75
100,0,80,50,40,100,75,50,90,85,60,80,85,50,100,70,50,70,86,40,0,50,50,100,0,85,50
15,70,45,70,40,60,70,15,50,50,50,70,70,70,90,65,NA,60,45,70,50,90,0,15,40,15,50
30,40,40,60,50,60,60,40,60,50,50,85,85,85,NA,85,85,90,30,70,50,75,40,0,85,30,60
0,85,40,70,30,50,50,40,50,20,50,50,50,50,50,50,50,70,50,50,85,50,30,0,70,0,30
100,0,85,30,40,70,30,70,70,70,85,85,70,70,70,70,85,70,60,0,15,70,60,85,0,85,0
85,15,95,40,40,40,40,40,70,60,85,85,85,85,85,85,85,85,85,0,85,85,85,100,0,100,15
85,55,75,50,60,75,75,50,50,50,50,95,95,90,NA,90,90,99,50,20,50,95,50,70,0,75,45
100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,100,0
15,50,40,60,70,50,60,50,50,50,70,70,70,70,70,70,70,70,50,50,50,50,40,15,50,0,50
0,85,0,80,20,50,85,5,5,0,50,95,95,50,50,50,50,95,0,89,90,90,0,0,90,0,55
30,70,50,70,60,70,50,60,70,50,60,70,70,85,85,70,85,70,60,50,85,85,40,40,85,30,60
90,15,60,50,70,75,50,100,60,50,85,85,100,50,100,50,50,60,100,15,30,85,50,90,15,80,0
0,85,30,70,60,50,NA,30,50,30,50,85,50,50,50,50,50,85,30,85,60,50,30,15,70,15,50
100,50,50,70,50,50,50,50,50,0,70,100,60,50,50,70,50,100,70,50,50,50,50,85,0,60,50
0,70,60,60,50,50,70,30,15,15,30,85,85,65,60,60,NA,85,50,100,70,85,NA,0,85,0,60
65,40,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,100,0,0,0,0,35,40,15,0
50,50,50,50,40,70,70,50,50,50,50,85,85,70,70,70,60,70,50,50,15,50,60,15,0,40,70
70,40,50,NA,45,50,45,60,85,55,50,95,75,95,95,95,95,85,50,0,5,85,50,70,0,85,15
15,6,46,50,1,50,30,55,18,18,20,70,50,40,20,50,NA,1,5,8,67,33,25,25,2,13,22
0,80,0,100,50,50,100,0,50,50,0,100,100,100,NA,100,100,100,0,100,100,85,0,0,100,0,70
65,0,70,40,15,85,0,70,85,70,60,40,85,70,85,85,70,60,100,0,0,70,60,75,0,60,30
0,60,0,100,0,60,50,50,100,100,50,50,85,85,85,85,85,60,60,50,70,60,0,0,65,0,65
35,65,40,85,70,70,70,50,50,50,70,75,85,70,70,70,70,85,40,85,75,85,40,15,80,15,45
60,60,50,50,50,90,50,60,50,50,50,100,100,100,100,100,NA,90,100,NA,40,100,30,70,0,70,50
70,0,100,70,0,85,60,100,100,100,85,100,100,85,NA,85,100,85,70,0,40,40,85,70,70,70,30
30,85,0,85,40,40,85,15,0,0,50,100,50,85,40,60,70,70,15,40,85,100,0,15,85,15,30
100,0,75,30,40,100,0,50,85,50,100,100,100,50,50,100,50,100,70,0,0,100,50,100,0,100,15
0,30,30,0,50,50,0,0,50,50,50,60,50,85,70,60,60,50,0,100,50,70,0,0,75,15,60
0,85,0,85,50,50,NA,30,100,15,0,85,100,50,50,50,50,85,0,85,85,85,15,0,100,0,60
30,70,20,90,85,50,95,50,40,10,85,100,90,90,90,90,90,95,15,80,90,90,40,15,70,30,50
100,0,50,50,50,50,50,70,60,60,50,50,50,50,50,85,NA,50,85,0,50,50,85,85,0,85,50
0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85,0,30
0,100,50,50,50,50,50,50,50,50,50,50,50,NA,NA,NA,NA,50,50,50,50,50,NA,0,100,0,60
80,30,85,60,40,85,60,80,90,80,90,90,90,85,85,85,85,80,90,10,40,70,70,90,0,85,50
0,0,0,0,0,0,0,1,100,100,NA,0,0,NA,NA,NA,NA,0,50,0,NA,NA,NA,0,85,0,0
0,40,NA,NA,NA,50,70,50,50,50,0,NA,50,50,50,50,50,NA,0,70,NA,50,NA,0,100,0,NA
15,60,15,70,50,85,100,50,50,50,50,100,50,50,50,50,50,85,0,85,85,100,0,0,85,0,60
60,15,60,60,60,60,15,70,85,70,50,40,70,70,70,70,70,85,70,15,60,70,50,85,0,60,50
65,5,75,40,50,65,15,85,85,70,75,65,85,40,70,70,90,70,70,15,5,60,70,80,0,75,15
40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,50,50,50
85,15,100,0,50,100,0,85,100,100,100,0,100,50,50,50,50,85,100,0,0,50,50,85,0,85,15
100,15,60,50,70,70,70,15,30,40,50,100,85,70,70,50,50,85,85,30,30,50,40,100,0,85,50
15,40,50,40,70,40,50,50,50,50,50,50,50,50,50,50,50,85,40,50,30,85,50,0,60,0,50
60,20,50,50,40,60,40,40,50,50,50,60,50,50,70,70,70,40,50,0,15,50,40,70,0,40,15
8,10,45,55,15,45,10,15,75,55,15,55,50,52,50,45,50,65,15,30,60,60,20,0,35,0,45
50,0,50,40,50,100,40,50,50,50,50,40,50,100,NA,100,100,100,50,0,40,100,0,100,0,15,0
15,85,50,60,85,50,50,40,50,50,50,85,50,85,85,85,85,85,50,85,50,50,30,0,85,15,50
0,100,0,100,50,50,50,50,50,50,50,100,50,NA,NA,NA,NA,100,85,100,100,50,NA,0,100,0,50
75,0,60,20,30,30,0,20,20,0,5,25,10,80,40,75,NA,80,10,0,5,50,10,90,5,80,10
85,15,70,30,60,60,15,50,50,50,50,60,50,50,50,50,50,70,85,0,15,40,40,85,0,85,15
0,85,0,100,0,85,15,50,50,50,100,100,100,100,100,100,100,100,15,100,100,100,NA,0,100,0,30
75,0,70,0,15,50,0,40,50,50,50,30,50,50,70,70,70,40,60,0,0,60,60,75,0,75,0
70,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,45,100,30
85,0,85,60,40,85,50,85,50,50,70,100,100,70,70,70,85,85,70,0,0,70,70,100,0,85,0
15,75,40,80,50,40,90,50,50,40,50,100,50,100,100,100,100,85,40,85,85,50,15,0,100,15,70
15,85,15,70,50,60,85,50,50,50,50,100,100,85,85,85,85,90,30,85,90,90,15,15,100,15,85
100,0,70,20,85,85,15,85,100,100,100,70,100,50,50,50,50,100,100,0,30,20,0,100,0,100,0
0,90,0,95,85,30,70,30,50,50,0,80,85,85,60,60,70,95,0,90,85,85,0,0,90,0,50
0,60,30,85,60,50,40,50,50,50,15,70,70,85,40,60,70,60,15,40,60,70,15,0,60,0,50
30,85,60,50,70,40,50,50,50,50,50,70,50,60,60,60,60,70,50,85,60,50,NA,15,85,40,50
0,100,0,100,70,15,50,50,30,0,0,70,100,100,40,70,85,100,0,100,100,100,0,0,100,0,30
40,70,50,70,49,75,50,70,50,50,55,75,85,50,70,70,70,70,50,49,50,100,70,30,30,30,40
0,100,0,100,50,60,85,0,0,0,0,100,100,100,100,100,NA,100,0,100,85,85,0,0,100,0,60
30,85,50,80,80,50,50,50,100,50,100,100,100,100,100,100,100,100,50,85,100,50,0,15,100,30,60
65,15,85,15,0,70,0,100,100,85,60,60,100,50,100,100,100,30,100,0,0,50,50,85,0,60,5
70,15,70,30,50,70,30,70,50,50,50,85,50,70,60,70,85,85,50,0,15,50,40,60,15,60,15
0,80,25,85,50,10,75,45,0,0,15,70,70,85,85,85,50,100,0,99,95,85,0,0,85,0,0
30,60,50,50,60,40,50,50,50,50,40,40,50,50,50,50,50,85,30,50,70,85,40,40,50,40,50
0,100,30,50,40,60,50,40,40,0,50,60,50,80,80,80,80,100,0,75,70,80,0,0,100,0,50
60,15,80,60,40,85,15,90,85,80,85,80,85,90,75,85,75,65,85,0,0,75,NA,90,0,80,40
70,15,85,40,40,50,40,100,100,100,100,60,100,85,85,85,85,70,85,40,15,100,50,85,0,85,30
65,5,65,40,50,55,10,80,50,50,50,40,50,50,50,55,45,30,65,0,20,50,50,80,0,60,15
30,90,40,70,70,60,30,40,70,30,50,70,70,100,85,70,85,100,15,85,50,70,0,0,95,0,70
50,60,50,50,30,60,50,50,50,60,50,70,60,85,50,50,50,70,30,50,85,70,15,40,50,40,50
70,30,20,20,50,40,20,60,85,70,30,70,70,75,75,75,75,75,60,20,60,70,75,70,0,50,0
2,87,1,75,65,65,1,5,60,20,5,70,2,99,99,0,99,30,1,100,50,99,77,1,99,1,2
60,85,35,20,50,40,10,30,50,50,50,50,40,NA,50,50,40,65,30,10,20,50,50,40,35,50,20
15,70,40,85,60,40,70,60,60,60,85,85,85,85,NA,85,85,85,15,85,70,85,30,15,85,15,50
15,85,30,85,60,30,85,30,50,0,15,85,85,85,50,NA,70,60,0,100,60,85,0,0,100,15,40
0,100,0,85,70,50,60,40,50,0,0,100,100,85,100,40,15,100,85,70,85,85,0,0,100,0,85
40,60,40,60,85,70,85,30,40,15,60,60,60,70,70,70,70,85,50,50,50,70,NA,15,40,30,50
0,85,15,85,40,50,60,40,50,50,40,70,85,50,50,50,50,70,15,100,50,50,30,0,100,15,40
100,0,70,70,100,85,70,70,85,70,70,70,70,30,100,70,40,50,100,0,50,60,30,100,0,85,0
70,40,60,40,30,40,15,40,60,60,60,60,70,70,85,85,40,50,70,50,50,60,60,50,60,70,60
100,0,100,85,85,100,70,85,85,100,50,100,100,100,100,100,100,85,70,60,50,85,85,100,0,100,60
40,60,30,60,60,60,50,50,50,50,50,85,50,50,50,50,50,60,30,60,50,50,20,30,85,15,85
30,30,50,50,50,50,50,50,50,50,50,50,50,NA,NA,NA,NA,50,50,50,50,50,NA,30,40,30,50
0,80,10,90,30,60,95,50,80,10,70,90,95,85,50,50,70,80,2,98,90,95,25,5,90,2,50
5,75,2,80,20,65,80,0,65,15,75,95,85,90,90,90,90,75,1,100,90,90,5,5,90,2,85
40,40,60,70,70,15,60,60,60,60,60,85,85,100,100,100,100,70,70,40,50,70,50,30,40,40,60
90,0,90,15,65,80,0,85,95,95,85,85,95,NA,85,90,90,95,85,0,20,90,60,100,0,100,0
30,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,70,40,50
0,85,15,85,40,50,85,15,15,0,0,100,60,60,40,15,50,100,0,100,85,85,0,0,100,0,60
20,65,15,55,75,35,10,50,50,50,5,50,50,50,50,50,50,75,0,85,75,50,50,5,95,7,25
50,30,0,0,100,85,0,60,85,50,60,60,85,85,50,50,85,85,0,0,85,85,30,30,50,50,50
40,60,50,60,40,60,50,50,50,50,50,70,50,50,50,50,50,85,50,50,70,85,50,50,70,15,70
85,0,70,50,30,40,15,60,50,50,40,70,50,85,NA,85,70,85,85,0,15,70,50,85,0,100,15
100,0,0,50,60,100,100,100,0,0,0,100,60,100,100,60,60,70,85,0,0,50,60,85,0,85,60
75,0,45,0,0,100,0,55,100,100,100,25,100,50,50,50,50,57,65,0,2,50,50,90,0,85,0
75,10,85,40,20,60,65,75,85,75,70,90,85,85,85,85,85,75,85,5,10,75,60,80,0,70,75
15,75,15,98,65,25,50,30,50,15,40,100,100,98,98,98,98,100,0,98,90,100,15,0,85,0,25
0,100,12,89,50,50,75,40,1,1,25,95,75,100,75,75,75,70,35,75,85,NA,1,0,100,0,40
40,10,0,25,0,50,0,30,50,50,70,100,50,50,50,50,50,60,25,0,0,75,50,70,15,60,50
25,70,20,70,45,50,70,50,50,15,50,50,50,75,75,75,75,90,10,90,70,80,40,0,90,0,50
15,40,50,70,70,40,50,40,50,15,50,85,85,60,60,60,60,85,50,50,50,85,50,0,70,0,50
40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30,60,0,50
85,0,65,15,5,90,5,70,50,50,50,30,50,50,50,50,50,30,70,0,0,50,50,85,0,85,0
15,70,50,50,50,100,85,70,0,0,100,100,100,85,70,85,85,100,100,85,85,85,85,15,100,30,50
25,75,40,85,55,50,50,50,50,50,95,95,95,50,50,50,50,95,50,50,55,95,40,10,60,5,50
50,60,50,50,50,30,50,50,15,15,15,30,50,50,50,50,50,85,15,30,85,100,0,30,70,30,40
15,70,30,85,60,50,60,40,50,40,50,85,85,100,90,50,NA,85,15,85,50,75,15,0,100,0,50
0,65,0,85,85,0,70,15,70,50,60,85,100,70,70,70,70,100,0,100,85,70,15,0,95,0,10
70,0,40,50,85,100,100,70,100,100,50,100,85,85,30,85,60,50,40,60,70,70,15,100,15,60,0
40,0,50,40,50,50,0,50,85,50,50,50,50,50,50,100,50,50,50,0,15,50,40,50,1,50,1
70,15,85,50,10,85,8,85,85,70,NA,50,85,5,4,6,5,50,50,5,0,50,5,100,15,60,15
65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,0,75,0
15,75,15,85,100,35,35,40,35,33,10,75,55,70,70,70,85,75,0,0,75,55,60,15,15,15,35
60,0,65,15,5,90,0,80,95,95,90,30,95,25,90,90,90,5,85,0,10,65,50,85,0,60,10
55,5,80,15,40,70,0,95,95,95,5,5,10,70,70,70,95,20,95,0,0,20,30,75,5,55,40
70,0,74,5,10,66,0,78,95,60,52,20,49,60,80,82,85,48,60,0,0,12,70,90,0,85,0
85,15,30,30,85,70,30,30,30,15,85,30,15,50,82,40,0,15,85,0,30,15,0,70,15,40,50
20,70,4,7,0,4,50,4,100,5,5,6,5,50,50,50,50,4,5,5,3,5,0,30,70,0,50
85,15,85,15,30,85,15,70,85,70,70,50,85,50,60,60,60,60,70,0,0,50,60,85,0,85,0
65,30,15,50,50,30,15,15,70,50,15,50,100,100,100,100,100,90,0,0,30,85,0,85,0,50,0
60,0,50,30,40,50,30,50,50,40,50,50,50,50,50,50,50,50,60,0,15,NA,50,100,0,85,30
70,60,50,50,70,70,50,60,50,40,50,60,50,60,60,50,60,85,50,NA,50,70,30,85,15,30,40
100,0,85,15,0,85,0,85,100,85,85,50,85,85,85,85,85,85,85,0,0,70,NA,100,0,100,0
15,15,70,20,0,50,0,25,10,0,10,100,80,95,65,75,100,85,15,0,15,80,65,90,0,80,15
0,70,15,85,60,0,NA,0,0,0,100,85,0,50,50,50,50,85,0,100,100,50,0,15,85,40,70
0,70,0,85,70,40,70,0,15,15,30,85,50,NA,NA,70,70,85,0,100,70,85,NA,0,95,0,60
95,30,95,15,35,90,15,80,85,50,60,50,60,85,85,85,85,95,85,0,30,90,20,90,10,85,25
85,15,85,30,40,70,0,100,100,100,85,70,85,85,85,85,100,70,100,0,0,85,85,85,0,85,15
0,70,30,90,50,10,90,40,0,0,35,97,90,80,60,60,60,85,5,85,60,NA,0,0,85,0,15
50,15,50,50,50,50,50,85,85,85,50,85,100,85,95,100,85,85,100,10,0,50,50,85,0,70,40
0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,75,0,0
30,10,50,50,50,45,40,50,50,50,50,50,50,50,50,50,50,50,50,10,25,50,50,50,0,40,50
70,30,70,40,60,70,30,70,60,50,60,85,85,85,85,85,85,70,70,15,50,85,40,70,0,70,50
90,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,30,80,50
70,30,75,25,50,75,15,75,100,75,35,25,100,85,99,100,100,50,95,0,0,75,85,90,0,85,15
60,30,55,30,10,55,0,80,85,60,40,60,80,80,70,80,80,80,45,15,40,85,60,75,0,70,15
0,80,5,80,85,40,NA,30,90,NA,80,85,85,85,95,85,85,90,NA,70,85,85,5,0,100,0,60
60,30,60,85,40,70,70,30,30,15,15,70,30,70,15,100,30,70,15,30,40,60,0,85,0,15,70
15,70,50,50,50,85,40,50,85,70,60,50,80,100,75,85,85,100,60,85,70,75,0,0,70,0,15
0,85,40,60,40,40,50,50,50,40,50,50,70,50,70,50,85,40,50,70,85,85,0,0,100,0,40
60,30,60,40,30,60,50,50,50,50,50,70,60,85,90,100,85,70,50,15,40,50,60,60,0,30,60
100,0,100,0,0,85,0,85,100,100,100,0,100,100,100,100,100,100,100,0,50,100,100,100,0,100,0
80,0,65,30,50,75,10,70,60,70,60,40,70,85,85,80,85,75,65,0,10,55,35,85,0,75,15
85,15,60,30,30,85,NA,100,100,100,70,NA,100,70,85,85,NA,70,100,0,0,NA,70,100,0,100,0
10,85,30,50,40,70,50,40,50,50,80,85,50,80,70,80,75,85,30,85,75,70,10,10,90,10,30
75,30,85,15,15,100,50,100,100,85,100,50,100,100,100,100,100,100,85,0,60,100,85,95,0,90,50
90,0,90,5,40,100,0,100,100,100,100,100,100,70,90,90,90,65,95,0,0,95,95,100,0,95,0
100,0,60,15,30,70,0,50,50,50,50,50,50,85,100,85,85,30,85,0,30,50,50,100,0,100,0
60,30,60,30,NA,50,15,50,40,40,15,100,60,100,70,100,100,70,0,0,15,50,85,85,0,70,0
0,85,35,90,65,45,70,15,90,50,60,99,100,75,75,75,75,60,0,90,55,90,35,0,85,0,30
50,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,40,50
0,100,50,85,40,50,70,0,100,100,50,85,50,85,30,30,85,100,40,50,100,100,0,30,100,0,60
30,30,50,50,50,50,50,50,50,15,50,85,50,85,85,50,NA,70,50,50,50,70,50,40,30,60,50
75,15,70,30,40,50,15,70,85,50,50,40,50,85,85,85,85,50,50,0,30,50,30,100,0,70,30
100,15,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,NA,70,70,70,70,NA,100,35,85,50
0,100,NA,90,50,50,10,15,70,2,35,88,98,75,NA,50,60,100,10,90,85,60,40,0,90,0,15
40,35,60,40,30,50,60,70,50,50,60,70,70,70,70,70,70,85,50,15,60,60,60,70,20,80,35
85,0,90,100,90,80,80,90,80,80,70,80,90,70,80,70,70,80,80,100,90,90,50,100,15,85,85
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,59,100,50,100,60
30,70,0,60,40,50,50,50,70,NA,50,70,85,85,85,85,85,70,0,60,50,70,0,15,70,0,70
75,0,75,15,30,75,50,100,100,100,50,50,50,100,100,100,100,75,75,0,25,100,100,90,0,80,0
100,0,100,85,100,100,85,100,85,100,100,100,50,85,85,100,85,85,100,100,100,100,100,100,0,50,15
40,70,40,40,40,30,60,30,60,15,40,85,70,85,70,50,50,60,60,NA,40,70,40,50,70,50,60
70,15,60,40,30,50,30,60,80,75,60,55,60,55,80,75,75,90,80,0,45,70,55,100,0,70,0
80,0,75,10,70,95,85,95,50,50,50,100,100,50,50,50,50,60,15,0,50,50,50,90,0,90,20
0,60,70,60,60,70,70,50,70,50,50,50,80,70,70,70,70,70,60,70,50,60,70,0,70,15,100
70,20,75,0,60,80,0,90,85,70,60,5,60,70,70,70,70,60,60,0,0,30,50,85,0,60,30
0,60,0,90,70,20,40,10,50,10,40,75,90,90,80,90,90,85,0,90,80,100,15,5,75,2,55
70,15,60,20,25,90,0,65,60,50,50,35,50,40,40,50,75,20,50,0,0,50,50,85,0,85,0
50,40,10,30,10,50,60,10,0,0,20,90,10,30,80,90,60,10,40,20,10,60,70,40,70,40,40
70,30,50,70,30,40,85,50,100,85,100,100,100,50,70,70,70,70,40,0,50,100,30,100,0,100,0
40,10,30,50,0,85,0,0,50,50,40,70,70,70,70,70,70,100,40,0,0,50,30,60,0,60,60
